ID	Barcode	Title	Authors	Publisher	Pub Date	Binding	Condition	Section	Location	On Hand	Price	Cost	Cash	Credit	First In	Last In	Last Sold	Meta Tags	Keywords	User
"1840652292"	"2801840652293"	"Sniper: The Techniques and Equipment of the Deadly Marksman"	"Spicer, Mark"	"Salamander Books"	"January 2001"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$12.50"	"$0.25"	"$0.00"	"$0.00"	"09-27-2004"	"10-01-2013"	"10-23-2013"	""	""	"Unknown"
"1840653965"	"2801840653962"	"Illustrated History of the United States Marine Corps"	"Hearn, Chester G."	"SALAMANDER BOOKS"	"October 2002"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"04-04-2003"	"07-14-2014"	"08-09-2012"	""	""	"Unknown"
"1840654759"	"2801840654754"	"Great Book of Tanks: The World's Most Important Tanks from World War I to the Present Day"	"Miller, David"	"SALAMANDER BOOKS"	"January 2002"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$20.00"	"$0.25"	"$0.00"	"$0.00"	"07-10-2008"	"03-04-2014"	"01-01-0001"	""	""	"Unknown"
"1844425576"	"2801844425572"	"War in Focus"	"Brewer, Paul"	"Carlton Books"	"October 2005"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$20.00"	"$0.25"	"$0.00"	"$0.00"	"10-26-2009"	"02-02-2014"	"11-08-2011"	""	""	"Unknown"
"1846034140"	"2801846034147"	"Battlescapes: A Photographic Testament to 2,000 Years of Conflict"	"Buellesbach, Alfred"	"OSPREY PUBLISHING"	"September 2009"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"2"	"$15.00"	"$0.01"	"$0.00"	"$0.00"	"10-10-2009"	"04-22-2010"	"08-07-2010"	""	""	"Unknown"
"1846034647"	"2801846034642"	"In the Heat of Battle: A History of Those Who Rose to the Occasion and Those Who Didn't."	"O'Brien, Donough"	"Osprey "	"October 2009"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$6.25"	"$0.00"	"$0.00"	"$0.00"	"10-21-2009"	"10-24-2014"	"10-06-2010"	""	""	"Unknown"
"1853670642"	"2801853670642"	"Infantry Attacks"	"Rommel, Erwin"	"GREENHILL BOOKS"	"January 1995"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"01-08-2006"	"09-17-2014"	"10-10-2013"	""	""	"Unknown"
"1853673080"	"2801853673087"	"The World's Sniping Rifles with Sighting Systems and Ammunition (Greenhill Military Manuals)"	"Hogg, Ian V.; (Illustrator) Ray Hutchins"	"Greenhill Books/Stackpole Books"	"February 2006"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$9.00"	"$0.25"	"$0.00"	"$0.00"	"05-26-2002"	"02-01-2014"	"08-13-2013"	""	""	"Unknown"
"1853673153"	"2801853673155"	"History of the Peninsular War, (V.8) Volume Viii: The Biographical Dictionary of British Officers Killed and Wounded, 1808-1814"	"Hall, Joan K."	"STACKPOLE BOOKS"	"June 1998"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"10-16-2007"	"05-08-2014"	"04-02-2013"	""	""	"Unknown"
"1853673781"	"2801853673780"	"Hell on Wheels: The Men of the U.S. Armored Forces, 1918 to the Present"	"Anderson, Christopher J."	"Greenhill Books"	"January 2000"	"Oversized Paper Back"	"Used - Good"	"MILITARY"	" "	"1"	"$7.47"	"$0.00"	"$0.00"	"$0.00"	"07-26-2010"	"08-06-2014"	"01-01-0001"	""	""	"Unknown"
"1853674087"	"2801853674084"	"American Indians in the U.S. Armed Forces, 1866-1945"	"Langellier, John P."	"Greenhill Books"	"February 2006"	"Oversized Paper Back"	"Used - Good"	"MILITARY"	" "	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"04-23-2008"	"08-06-2014"	"01-01-0001"	""	""	"Unknown"
"1853674133"	"2801853674138"	"Napoleon's Regiments : Battle Histories of the Regiments of the French Army, 1792-1815"	"Smith, Digby George"	"PRESIDIO PRESS"	"October 2000"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$25.00"	"$0.00"	"$0.00"	"$0.00"	"10-04-2001"	"07-28-2014"	"07-16-2012"	""	""	"Unknown"
"1853675067"	"2801853675067"	"U.S. Special Operations Forces in the Cold War"	"Thompson, Leroy"	"Greenhill Books"	"February 2006"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$7.47"	"$0.00"	"$0.00"	"$0.00"	"07-26-2010"	"08-06-2014"	"01-01-0001"	""	""	"Unknown"
"1853675652"	"2801853675654"	"U.S. Airborne Forces of the Cold War"	"Thompson, Leroy"	"Greenhill Books"	"February 2006"	"Oversized Paper Back"	"Used - Good"	"MILITARY"	" "	"1"	"$7.47"	"$0.00"	"$0.00"	"$0.00"	"07-26-2010"	"08-06-2014"	"01-01-0001"	""	""	"Unknown"
"1854093835"	"2801854093839"	"Atlas of Military Strategy: The Art, Theory and Practice of War, 1618-1878"	"Chandler, David G.; (Cartography) Hazel R. Watson; (Cartography) Richard A. Watson"	"Arms and Armour"	"March 1997"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"07-28-1998"	"07-29-2014"	"01-01-0001"	""	""	"Unknown"
"1854093932"	"2801854093938"	"Weapons & Equipment of the Napoleonic Wars"	"Haythornthwaite, Philip J."	"ARMS AND ARMOUR"	"March 1997"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"02-10-2000"	"07-10-2014"	"09-11-2013"	""	""	"Unknown"
"1854094491"	"2801854094492"	"Bridges of Battle: Famous Battlefield Actions At Bridges and River Crossings"	"Featherstone, Donald"	"Arms and Armour"	"March 1999"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"04-27-1999"	"05-23-2014"	"07-24-2014"	""	""	"Unknown"
"1859847560"	"2801859847567"	"Private Warriors"	"Silverstein, Ken"	"VERSO"	"July 2000"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"07-01-2000"	"07-11-2014"	"01-14-2013"	""	""	"Unknown"
"1860645917"	"2801860645916"	"Reaching for the Stars: A New History of Bomber Command In World War II"	"Connelly, Mark"	"I.B. TAURIS"	"May 2001"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$17.50"	"$0.25"	"$0.00"	"$0.00"	"09-07-2001"	"03-17-2014"	"01-01-0001"	""	""	"Unknown"
"1861265808"	"2801861265809"	"Machine Guns"	"Gander, Terry"	"CROWOOD PRESS"	"July 2003"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"07-06-2007"	"08-30-2014"	"07-25-2012"	""	""	"Unknown"
"1861267002"	"2801861267001"	"Assault Rifle : the Development of the Modern Military Rifle and Its Ammunition"	"Popenker, Maxim; Anthony G. Williams"	"CROW WOODS"	"March 2005"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$17.47"	"$0.00"	"$0.00"	"$0.00"	"06-28-2005"	"08-30-2014"	"01-01-0001"	""	""	"Unknown"
"1861268947"	"2801861268947"	"Modern Combat Pistols"	"Popenker, Maxim; (Editor) Anthony G. Williams"	"The Crowood Press"	"May 2007"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$40.00"	"$0.00"	"$0.00"	"$0.00"	"07-26-2010"	"08-31-2014"	"01-01-0001"	""	""	"Unknown"
"1881325067"	"2801881325064"	"Bloody Skies"	"McGuire, Melvin W."	"YUCCA TREE"	"October 1993"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$9.00"	"$0.25"	"$0.00"	"$0.00"	"06-13-1999"	"03-10-2014"	"01-01-0001"	""	""	"Unknown"
"1883522137"	"2801883522133"	"Swear Like a Trooper : a Dictionary of Military Terms & Phrases"	"Priest, William I."	"ROCKBRIDGE PUBLISHING COMPANY"	"September 2000"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$12.50"	"$0.25"	"$0.00"	"$0.00"	"12-29-2000"	"03-24-2014"	"06-28-2010"	""	""	"Unknown"
"1885119291"	"2801885119294"	"Kitchener's Sword-Arm: The Life and Campaigns of General Sir Archibald Hunter"	"Hunter, Archie"	"Sarpedon"	"May 1996"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"11-25-2000"	"09-05-2014"	"01-01-0001"	""	""	"Unknown"
"1885119429"	"2320010513290"	"Great Raids In History: From Drake to Desert One"	"Southworth, Samuel"	"SARPEDON"	"April 1997"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$13.50"	"$0.00"	"$0.00"	"$0.00"	"10-25-2002"	"09-17-2014"	"07-24-2014"	""	""	"Unknown"
"1891620096"	"2801891620098"	"Fortress America : The American Military and the Consequences of Peace"	"Greider, William"	"PUBLIC AFFAIRS"	"November 1998"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$6.00"	"$0.25"	"$0.00"	"$0.00"	"11-13-1998"	"03-19-2014"	"07-24-2014"	""	""	"Unknown"
"1898697701"	"2801898697703"	"To Hell and Back : Further Experiences of Bomber Command At War"	"Rolfe, Mel"	"Grub Street"	"October 1997"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.25"	"$0.00"	"$0.00"	"07-13-1999"	"03-10-2014"	"01-01-0001"	""	""	"Unknown"
"1900512890"	"2801900512895"	"Paras: The Inside Story of Britain's Toughest Regiment"	"Parker, John"	"Metro Books"	"March 2000"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"08-24-2003"	"07-12-2014"	"01-01-0001"	""	""	"Unknown"
"1902304306"	"2801902304306"	"Tank Versus Tank : the Illustrated Story"	"Macksey, Kenneth"	"GRUB STREET"	"August 2002"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$13.50"	"$0.00"	"$0.00"	"$0.00"	"12-09-2008"	"08-04-2014"	"01-01-0001"	""	""	"Unknown"
"192922396X"	"2801929223963"	"Leashing the Dogs of War: Conflict Management In a Divided World"	"Crocker, Chester,  Fen Osler Hampson,  Pamela Aall"	"UNITED STATES INSTITUTE OF PE"	"January 2007"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$22.50"	"$0.25"	"$0.00"	"$0.00"	"02-12-2007"	"02-06-2014"	"10-07-2010"	""	""	"Unknown"
"1931010188"	"2801931010186"	"Moving Target: A Memoir of Pursuit"	"Arias, Ron"	"BILINGUAL PRESS"	"December 2002"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$8.00"	"$0.00"	"$0.00"	"$0.00"	"01-19-2003"	"07-27-2014"	"01-01-0001"	""	""	"Unknown"
"1931933162"	"2801931933164"	"21st Century Soldier: The Weaponry, Gear, & Technology In the New Century"	"Popular Science"	"Time Inc. Home Entertainment"	"October 2002"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$12.50"	"$0.25"	"$0.00"	"$0.00"	"08-19-2003"	"03-05-2014"	"12-29-2009"	""	""	"Unknown"
"1932595325"	"2801932595323"	"Packing Inferno: The Unmaking of a Marine"	"Boudreau, Tyler E."	"Feral House"	"September 2008"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$4.95"	"$0.00"	"$0.00"	"$0.00"	"10-07-2008"	"07-16-2014"	"03-12-2014"	""	""	"Unknown"
"1199053147"	"2841199053143"	"Dawn Like Thunder: The Barbary Wars and the Birth of the U.S. Navy"	"Tucker, Glenn; (Cartography) Dorothy Thomas Tucker"	"The Bobbs-Merrill Company, Inc."	"1963"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"08-24-1998"	"07-31-2014"	"01-01-0001"	""	""	"Unknown"
"0142004979"	"2800142004977"	"Guerrillas: Journeys in the Insurgent  World"	"Anderson, Jon Lee"	"Penguin Books"	"September 2004"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"09-17-2004"	"10-06-2014"	"09-09-2014"	""	""	"Unknown"
"0143038710"	"2800143038711"	"Stolen Voices: Young People's War Diaries, from World War I to Iraq"	"Filipovic, (Editor) Zlata; Melanie Challenger"	"Penguin USA"	"December 2006"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$7.00"	"$0.00"	"$0.00"	"$0.00"	"12-04-2006"	"09-29-2014"	"09-17-2010"	""	""	"Unknown"
"0192141074"	"2800192141073"	"The Oxford Book of Military Anecdotes"	"Hastings, (Editor) Max"	"Oxford University Press"	"1985"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$12.50"	"$0.25"	"$0.00"	"$0.00"	"02-21-2002"	"01-31-2014"	"03-17-2012"	""	""	"Unknown"
"0192853732"	"2800192853730"	"The Oxford History of Modern War"	"Townshend, (Editor) Charles"	"Oxford University Press"	"September 2000"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$7.97"	"$0.00"	"$0.00"	"$0.00"	"01-25-2001"	"10-30-2014"	"08-16-2012"	""	""	"Unknown"
"0195053591"	"2800195053595"	"Of Arms and Men: A History of War, Weapons, and Aggression"	"O'Connell, Robert L."	"Oxford University Press"	"March 1989"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"11-09-1998"	"09-17-2014"	"07-24-2014"	""	""	"Unknown"
"0195053605"	"2800195053601"	"Of Arms and Men: A History of War, Weapons, and Aggression"	"O'Connell, Robert L."	"Oxford University Press"	"April 1990"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"10-15-2009"	"05-11-2014"	"06-06-2013"	""	""	"Unknown"
"0195062477"	"2800195062474"	"Fallen Soldiers"	"Mosse, George L."	"Oxford University Press"	"1990"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$11.00"	"$0.00"	"$0.00"	"$0.00"	"11-23-1999"	"08-21-2014"	"01-01-0001"	""	""	"Unknown"
"0195071980"	"2800195071988"	"Oxford Companion to American Military History"	"Chambers, (Editor) John Whiteclay"	"Oxford University Press"	"April 2000"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"2"	"$12.95"	"$0.00"	"$0.00"	"$0.00"	"01-20-2000"	"08-03-2014"	"09-06-2014"	""	""	"Unknown"
"0195091124"	"2800195091122"	"War Before Civilization: The Myth of The Peaceful Savage"	"Keeley, Lawrence H."	"Oxford University Press"	"February 1996"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$12.50"	"$0.25"	"$0.00"	"$0.00"	"07-27-1999"	"01-30-2014"	"06-07-2014"	""	""	"Unknown"
"0195173384"	"2800195173385"	"The New American Militarism: How Americans Are Seduced by War"	"Bacevich, Andrew J."	"OXFORD UNIVERSITY PRESS"	"April 2005"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$9.00"	"$0.00"	"$0.00"	"$0.00"	"03-23-2005"	"09-29-2014"	"03-31-2014"	""	""	"Unknown"
"019521661X"	"2800195216617"	"Atlas of American Military History"	"Bradford, (Editor) James C."	"Oxford University Press"	"May 2003"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.25"	"$0.00"	"$0.00"	"05-15-2003"	"11-14-2013"	"11-03-2013"	""	""	"Unknown"
"0195311981"	"2800195311985"	"The New American Militarism: How Americans Are Seduced by War"	"Bacevich, Andrew J."	"Oxford University Press"	"September 2006"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$8.00"	"$0.00"	"$0.00"	"$0.00"	"10-18-2006"	"04-12-2014"	"12-23-2013"	""	""	"Unknown"
"0195325400"	"2800195325401"	"End of Barbary Terror: America's 1815 War Against the Pirates of North Africa"	"Leiner, Frederick C."	"OXFORD UNIVERSITY PRESS"	"June 2007"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$8.00"	"$0.00"	"$0.00"	"$0.00"	"07-26-2010"	"07-14-2014"	"01-01-0001"	""	""	"Unknown"
"0195333055"	"2800195333055"	"Six-Legged Soldiers: Using Insects As Weapons of War"	"Lockwood, Jeffrey A."	"OXFORD UNIVERSITY PRESS"	"October 2008"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$14.00"	"$0.00"	"$0.00"	"$0.00"	"10-03-2008"	"08-05-2014"	"09-20-2013"	""	""	"Unknown"
"0230604080"	"2800230604089"	"Betraying Our Troops: The Destructive Results of Privatizing War"	"Rasor, Dina,  Robert Bauman"	"PALGRAVE"	"April 2008"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$8.50"	"$0.25"	"$0.00"	"$0.00"	"04-15-2008"	"03-10-2014"	"10-14-2011"	""	""	"Unknown"
"0231700369"	"2320011572555"	"Killing Civilians: Method, Madness, and Morality In War"	"Slim, Hugo"	"COLUMBIA UNIV PRESS"	"March 2008"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$14.97"	"$0.00"	"$0.00"	"$0.00"	"11-16-2009"	"05-01-2014"	"01-01-0001"	""	""	"Unknown"
"0241113555"	"2800241113556"	"Despatches from the Heart: An Anthology of Letters from the Front During the First and Second World Wars"	"Tapert, (Editor) Annette"	"Hamish Hamilton"	"August 1985"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$6.00"	"$0.00"	"$0.00"	"$0.00"	"12-22-2009"	"04-08-2014"	"09-12-2011"	""	""	"Unknown"
"0252016130"	"2800252016136"	"The War of 1812: A Forgotten Conflict"	"Hickey, Donald R."	"University of Illinois Press"	"November 1989"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"2"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"04-13-1998"	"08-22-2014"	"08-13-2013"	""	""	"Unknown"
"0252074947"	"2800252074945"	"Don't Give Up the Ship!: Myths of the War of 1812"	"Hickey, Donald R."	"VANDERBILT UNIVERSITY PRESS"	"December 2007"	"PaperBack"	"Used - Good"	"MILITARY"	" "	"1"	"$12.50"	"$0.25"	"$0.00"	"$0.00"	"10-23-2008"	"02-27-2014"	"01-01-0001"	""	""	"Unknown"
"1199367184"	"2841199367189"	"American Military History, 1607-1953"	"Department of the Army"	"U.S. Government Printing Office"	"1956"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"07-03-1999"	"07-15-2014"	"10-19-2013"	""	""	"Unknown"
"1199367346"	"2841199367349"	"Battle at Best"	"Marshall, S.L.A.; (Foreword) J.F.C. Fuller; (Illustrator) Garver Miller"	"William Morrow and Company"	"1963"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"01-27-2000"	"10-10-2014"	"01-01-0001"	""	""	"Unknown"
"119936780X"	"2841199367806"	"Civilians Under Arms : The American Soldier - Civil War to Korea - As He Revealed Himself in His Words in the Stars and Stripes, Army Newspaper"	"Mitgang, (Editor) Herbert"	"Pennington Press"	"1959"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"07-03-1999"	"05-06-2014"	"01-01-0001"	""	""	"Unknown"
"1199389447"	"2841199389440"	"Conscripts on the March: The Story of the Soldier from Napoleon to the Nuclear Age"	"Elacott, S.E."	"ABELARD-SCHUMAN"	""	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$9.00"	"$0.25"	"$0.00"	"$0.00"	"07-14-1999"	"10-30-2006"	"01-01-0001"	""	""	"Unknown"
"1199429554"	"2841199429559"	"Armor-Cavalry, Part I: Regular Army and Army Reserve (Army Lineage Series)"	"Stubbs, Mary Lee; Stanley Russell Connor"	"Office of the Chief of Military History, United States Army"	"1969"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"08-02-1999"	"10-16-2014"	"01-01-0001"	""	""	"Unknown"
"1199429988"	"2841199429986"	"Poltroons and Patriots: A Popular Account of the War of 1812, in Two Volumes"	"Tucker, Glenn; (Cartographer) W.T. Tucker"	"The Bobbs-Merrill Company, Inc."	"1954"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$12.00"	"$0.25"	"$0.00"	"$0.00"	"08-02-1999"	"02-03-2011"	"03-03-2011"	""	""	"Unknown"
"1199480908"	"2841199480901"	"MHQ: Military History Quarterly - Odd Vol"	"MHQ"	"MHQ"	""	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$5.00"	"$0.25"	"$0.00"	"$0.00"	"01-27-2000"	"06-10-2011"	"03-01-2012"	""	""	"Unknown"
"1199510416"	"2841199510417"	"The Splendid Little War"	"Freidel, Frank"	"Bramhall House"	"1958"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"09-16-1999"	"06-17-2014"	"11-20-2012"	""	""	"Unknown"
"119968564X"	"2841199685641"	"The Sinews of War: Army Logistics, 1775-1953 (Army Historical Series)"	"Huston, James A."	"Center of Military History, United States Army"	"1966"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"07-26-2010"	"09-04-2014"	"07-14-2012"	""	""	"Unknown"
"119974848X"	"2841199748483"	"Rescue!"	"Arnold, Elliott"	"Duell, Sloan and Pearce"	"1956"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"01-26-2000"	"09-29-2014"	"01-01-0001"	""	""	"Unknown"
"119979788X"	"2841199797887"	"Sound of the Guns: The Story of American Artillery from the Ancient and Honorable Company to the Atom Cannon and Guided Missile"	"Downey, Fairfax"	"David McKay Company, Inc."	"1956"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.25"	"$0.00"	"$0.00"	"02-14-2000"	"08-09-2013"	"10-06-2014"	""	""	"Unknown"
"1199851507"	"2841199851503"	"History of Militarism: Civilian and Military"	"Vagts, Alfred"	"MERIDIAN BOOKS, INC."	""	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$25.00"	"$0.00"	"$0.00"	"$0.00"	"03-21-2000"	"05-09-2014"	"04-28-2009"	""	""	"Unknown"
"1199876488"	"2841199876483"	"The American Wars: A Pictorial History from Quebec to Korea, 1755-1953"	"Meredith, Roy"	"The World Publishing Company"	"1955"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"04-06-2000"	"10-16-2014"	"04-27-2012"	""	""	"Unknown"
"1199888559"	"2841199888554"	"Billy Mitchell: Founder of Our Air Force and Prophet Without Honor"	"Gauvreau, Emile; Lester Cohen"	"E.P. Dutton & Co., Inc."	"1942"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$25.00"	"$0.00"	"$0.00"	"$0.00"	"04-13-2000"	"08-12-2014"	"01-01-0001"	""	""	"Unknown"
"1199900060"	"2841199900065"	"Global Mission"	"Arnold, H.H."	"Harper & Brothers, Publishers"	"1949"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"04-19-2000"	"05-08-2014"	"01-01-0001"	""	""	"Unknown"
"1199914517"	"2841199914512"	"Fortress: A History of Military Defence"	"Hogg, Ian V."	"St. Martin's Press"	"1977"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"04-27-2000"	"06-01-2014"	"02-25-2012"	""	""	"Unknown"
"1199917095"	"2841199917094"	"Warfare in the Western World, Volume II: Military Operations Since 1871"	"Doughty, Robert A.; Ira D. Gruber; Roy K. Flint; George C. Herring; John A. Lynn; Mark Grimsley; Donald D. Horward; Williamson Murray"	"D.C. Heath and Company"	"1996"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$25.00"	"$0.25"	"$0.00"	"$0.00"	"07-26-2010"	"09-03-2013"	"01-01-0001"	""	""	"Unknown"
"1199920851"	"2841199920858"	"The Gordon Highlanders (Famous Regiments)"	"Sinclair-Stevenson, Christopher"	"Hamish Hamilton"	"1968"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$7.50"	"$0.25"	"$0.00"	"$0.00"	"05-02-2000"	"03-07-2014"	"01-01-0001"	""	""	"Unknown"
"1199996718"	"2841199996716"	"Great Military Battles"	"Falls, (Editor) Cyril"	"The Macmillan Company"	"1964"	"Oversized Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"06-20-2000"	"07-24-2014"	"04-11-2014"	""	""	"Unknown"
"1299008216"	"2841299008210"	"The Scorching of Washington: The War of 1812"	"Lloyd, Alan"	"Robert B. Luce Co., Inc."	"1974"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.25"	"$0.00"	"$0.00"	"06-28-2000"	"02-04-2013"	"11-22-2010"	""	""	"Unknown"
"1299044204"	"2841299044201"	"Reports of Experiments with Small Arms for the Military Service, by Officers of the Ordnance Department, U.S. Army"	"U.S. Army; (Introduction) Dean S. Thomas"	"Dean S Thomas"	"N.D."	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"07-25-2000"	"07-20-2014"	"01-01-0001"	""	""	"Unknown"
"1299225578"	"2841299225570"	"Mhq: Military History Quarterly V.9 #4"	"Mhq"	"AMERICAN HISTORICAL CO."	""	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$5.00"	"$0.25"	"$0.00"	"$0.00"	"11-14-2000"	"06-18-2002"	"01-01-0001"	""	""	"Unknown"
"1299437753"	"2841299437751"	"The Liddell Hart Memoirs, Volume II: The Later Years"	"Liddell Hart, Basil H."	"G.P. Putnam's Sons"	"1966"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"04-03-2001"	"06-13-2014"	"02-19-2010"	""	""	"Unknown"
"1299441459"	"2841299441451"	"Under Fire with the 10th Cavalry"	"Cashin, Herschel V.; Charles Alexander; William T. Anderson; Arthur M. Brown; Horace W. Bivins; (Preface) Clarence C. Clendenen; (Introduction) Otto Lindemeyer"	"Bellwether Publishing Company, Inc."	"1970"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"2"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"04-07-2001"	"10-26-2014"	"07-24-2014"	""	""	"Unknown"
"1299484220"	"2841299484229"	"The Law of Diminishing War Power, from Troy to Vietnam"	"Ten Eyck, John C."	"Pageant Press International Corp."	"1970"	"Hardcover"	"Used - Good"	"MILITARY"	" "	"1"	"$15.00"	"$0.25"	"$0.00"	"$0.00"	"05-21-2001"	"03-17-2014"	"01-01-0001"	""	""	"Unknown"
