ID	Barcode	Title	Authors	Publisher	Pub Date	Binding	Condition	Section	Location	Item Type Id	On Hand	Price	Cost	Cash	Credit	First In	Last In	Last Sold	Meta Tags	Keywords	User
"0731813219"	"2800731813218"	"My Vue: Modern French Cookery"	"Bennett, Shannon"	"SIMON & SCHUSTER"	"May 2007"	"Oversized Paper Back"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"07-01-2010"	"08-18-2014"	"09-11-2012"	""	""	"Unknown"
"0743223535"	"2800743223531"	"Joie de Vivre : Simple French Style for Everyday Living"	"Arbor, Robert; Katherine Whiteside; (Photographer) Tam Tran"	"Simon & Schuster"	"May 2003"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"04-07-2003"	"07-15-2014"	"05-02-2014"	""	""	"Unknown"
"0743249941"	"2800743249944"	"French"	"Williams-Sonoma"	"SIMON & SCHUSTER"	"April 2004"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$8.50"	"$0.00"	"$0.00"	"$0.00"	"10-31-2003"	"06-11-2014"	"12-22-2013"	""	""	"Unknown"
"0760726310"	"2800760726312"	"Taste of Provence: Classic Recipes from the South of France"	"Forbes, Leslie,  Editor And Illustrator"	"BARNES & NOBLE BOOKS"	"January 2001"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$10.00"	"$0.00"	"$0.00"	"$0.00"	"01-24-2006"	"06-30-2014"	"07-13-2009"	""	""	"Unknown"
"0761102337"	"2800761102337"	"Pedaling Through Provence Cookbook"	"Chase, Sarah Leah"	"WORKMAN PUBLISHING"	"October 1995"	"PaperBack"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"08-22-1999"	"11-04-2014"	"08-12-2013"	""	""	"Unknown"
"0762401702"	"2800762401705"	"Le Bec-Fin Recipies"	"Perrier, Georges; Aliza Green; (Photography) David Fields"	"Running Press"	"September 1997"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"07-27-1998"	"06-09-2014"	"10-06-2014"	""	""	"Unknown"
"043144035002"	"2320100056911"	"Simply French: Patricia Wells Presents The Cuisine of Joel Robuchon"	"Wells, Patricia"	"William Morrow and Company"	"1991"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"2"	"$12.50"	"$0.00"	"$0.00"	"$0.00"	"07-30-1998"	"10-28-2014"	"10-31-2014"	""	""	"Unknown"
"0761158545"	"9913224659"	"French Classics Made Easy: More Than 250 Great French Recipes Updated and Simplified for the American Kitchen"	"Grausman, Richard"	"Workman Publishing Company"	"May 2011"	"PaperBack"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$8.45"	"$1.18"	"$1.18"	"$0.00"	"05-13-2011"	"09-27-2014"	"12-23-2013"	""	""	"Unknown"
"2080301713"	"9913423201"	"A Gourmet Tour of France: Legendary Restaurants from Paris to the Cote d'Azur"	"Pudlowski, Gilles"	"Flammarion"	"May 2011"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$22.50"	"$3.15"	"$3.15"	"$0.00"	"06-01-2011"	"09-12-2014"	"10-21-2014"	""	""	"Unknown"
"2080200798"	"9914625916"	"Ritz Paris : Haute Cuisine"	"Roth, Michel; Jean-Francois Mesplede"	"Flammarion"	"October 2011"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$30.00"	"$4.20"	"$4.20"	"$0.00"	"10-01-2011"	"08-18-2014"	"05-21-2013"	""	""	"Unknown"
"0517573830"	"9915200226"	"La Varenne Pratique: The Complete Illustrated Cooking Course"	"Willan, Ann"	"Crown Publishers, Inc."	"September 1989"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"2"	"$30.00"	"$0.00"	"$0.00"	"$0.00"	"11-25-2011"	"11-06-2014"	"09-06-2014"	""	""	"Unknown"
"2080200887"	"9915226284"	"French Bistro: Seasonal Recipes"	"Auboyneau, Bertrand; Francois Simon"	"Flammarion"	"February 2012"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$17.50"	"$2.10"	"$2.10"	"$0.00"	"11-28-2011"	"10-28-2014"	"02-21-2013"	""	""	"Unknown"
"0894806238"	"9915346174"	"Bistro Cooking"	"Wells, Patricia"	"Workman Publishing Company"	"January 1989"	"PaperBack"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"12-11-2011"	"07-30-2014"	"06-11-2014"	""	""	"Unknown"
"0847819698"	"9915995784"	"Picasso Bon Vivant"	"Herscher, Ermine; Agnes Carbonell; (Photography) Dennis Amon; (Photography) Marianne Lemince"	"Rizzoli"	"September 1996"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"2"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"02-18-2012"	"08-15-2014"	"05-28-2014"	""	""	"Unknown"
"1584797940"	"9917073000"	"French Feasts: 299 Traditional Recipes for Family Meals & Gatherings"	"Reynaud, Stephane; (Photographer) Marie-Pierre Morel"	"Stewart, Tabori & Chang"	"October 2009"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"06-14-2012"	"10-29-2014"	"08-08-2014"	""	""	"Unknown"
"0848732944"	"9917692959"	"Essentials of French Cooking: Recipes & Techniques for Authentic Home-Cooked Meals"	"Williams-Sonoma"	"OXMOOR HOUSE"	"February 2010"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$17.47"	"$0.00"	"$0.00"	"$0.00"	"08-14-2012"	"09-29-2014"	"07-15-2013"	""	""	"Unknown"
"1555218008"	"9919009180"	"French Bistro Cooking"	"Varnom, John"	"Chartwell Books, Inc."	"January 1988"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$9.00"	"$1.26"	"$1.26"	"$0.00"	"01-07-2013"	"08-21-2014"	"01-01-0001"	""	""	"Unknown"
"0681047968"	"9919216682"	"France the Beautiful Cookbook: Authentic Recipes from the Regions of France"	"Pudlowski, Gilles; (Photography) Pierre Hussenot; (Photography) Peter Johnson; (Photography) Leo Meier"	"HarperCollinsPublishers"	"January 1990"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$12.50"	"$1.75"	"$1.75"	"$0.00"	"01-29-2013"	"10-20-2014"	"06-17-2013"	""	""	"Unknown"
"1449427510"	"9919939862"	"Paris to Provence: Childhood Memories of Food & France"	"Brennan, Ethel; Sara Remington"	"Andrews McMeel Publishing"	"April 2013"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"04-13-2013"	"11-03-2014"	"05-23-2014"	""	""	"Unknown"
"0688153305"	"9921139428"	"Paris Cafe Cookbook"	"Young, Daniel"	"WILLIAM MORROW"	"November 1998"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$13.00"	"$0.00"	"$0.00"	"$0.00"	"08-19-2013"	"07-23-2014"	"07-11-2014"	""	""	"Unknown"
"2080201360"	"9922441993"	"The Grand Style: Savoir Faire of a Parisian Chef"	"Viaene, James; Nadege Forestier; (Photographer) Francis Hammond"	"Flammarion"	"February 2013"	"Oversized Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$32.50"	"$0.00"	"$0.00"	"$0.00"	"01-03-2014"	"09-24-2014"	"02-12-2014"	""	""	"Unknown"
"0060087722"	"9923058158"	"French Food At Home"	"Calder, Laura"	"HARPERCOLLINS"	"July 2005"	"PaperBack"	"Used - Good"	"COOKING-FRENCH"	" "	"Rxmainder"	"1"	"$6.95"	"$0.00"	"$0.00"	"$0.00"	"03-04-2014"	"11-01-2014"	"03-27-2014"	""	""	"Unknown"
"0714847909"	"992316523X"	"Pork and Sons"	"Reynaud, Stephane; (Photography) Marie-Pierre Morel; (Illustrator) Jose Reis de Matos"	"Phaidon"	"April 2007"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"03-14-2014"	"09-08-2014"	"03-26-2014"	""	""	"Unknown"
"0847842207"	"9923698386"	"Hungry for France: Adventures for the Cook and Food Lover"	"Lobrano, Alexander; (Photography) Steven Rothfeld; (Contributor) Jane Sigal"	"Rizzoli"	"April 2014"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"2"	"$22.50"	"$0.00"	"$0.00"	"$0.00"	"05-08-2014"	"09-04-2014"	"10-20-2014"	""	""	"Unknown"
"0297867237"	"992370243X"	"The French Kitchen: 200 Recipes from the Master of French Cooking"	"Roux, Michel"	"Weidenfeld & Nicolson"	"October 2013"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$20.00"	"$0.00"	"$0.00"	"$0.00"	"05-09-2014"	"10-08-2014"	"10-09-2014"	""	""	"Unknown"
"0060184698"	"9924183134"	"The Paris Cookbook"	"Wells, Patricia"	"HarperCollinsPublishers"	"2001"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"4"	"$15.00"	"$0.00"	"$0.00"	"$0.00"	"06-30-2014"	"09-17-2014"	"08-21-2014"	""	""	"Unknown"
"1897330707"	"9924650492"	"One Pot French"	"Challet, Jean-Pierre,  Jennifer Decorte"	"Madison Press Books"	"October 2014"	"PaperBack"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$14.95"	"$0.00"	"$0.00"	"$0.00"	"08-17-2014"	"08-17-2014"	"01-01-0001"	""	""	"Unknown"
"1590307623"	"9924661079"	"La Tartine Gourmande: Recipes for an Inspired Life"	"Peltre, Beatrice"	"Roost Books"	"February 2012"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"08-18-2014"	"10-21-2014"	"09-02-2014"	""	""	"Unknown"
"160774547X"	"9924985877"	"French Roots: Two Cooks, Two Countries, and the Beautiful Food along the Way"	"Moullé, Jean-Pierre; Denise Lurton Moullé"	"Ten Speed Press"	"September 2014"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"09-18-2014"	"10-24-2014"	"10-25-2014"	""	""	"Unknown"
"0718158113"	"9925154804"	"Little Paris Kitchen (French Edition)"	"Khoo, Rachel"	"Michael Joseph"	"January 2012"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"10-02-2014"	"10-02-2014"	"01-01-0001"	""	""	"Unknown"
"0060507829"	"9925210526"	"The Provence Cookbook"	"Wells, Patricia"	"Harper Collins"	"May 2004"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$12.95"	"$0.00"	"$0.00"	"$0.00"	"10-07-2014"	"10-07-2014"	"01-01-0001"	""	""	"Unknown"
"071485736X"	"9925498996"	"I Know How to Cook"	"Mathiot, Ginette"	"PHAIDON"	"September 2009"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	" "	"Unknown"	"2"	"$22.50"	"$0.00"	"$0.00"	"$0.00"	"11-04-2014"	"11-08-2014"	"01-01-0001"	"flhold"	""	"Unknown"
"1423632435"	"9923236765"	"French Cook-Cream Puffs & Eclairs, The"	"Herrick, Holly"	"Gibbs Smith"	"October 2013"	"Hardcover"	"Used - Good"	"COOKING-FRENCH"	"SECTION"	"Unknown"	"1"	"$11.00"	"$0.25"	"$0.00"	"$0.00"	"03-22-2014"	"03-22-2014"	"01-01-0001"	""	""	"Unknown"
"0811833429"	"2320010766214"	"Soups of France"	"Rothert, Lois,  Don Smith, (Photography)"	"CHRONICLE BOOKS"	"September 2002"	"Hardcover"	"New"	"COOKING-FRENCH"	" "	"Rxmainder"	"1"	"$14.95"	"$0.00"	"$0.00"	"$0.00"	"11-25-2002"	"04-11-2014"	"01-01-0001"	""	""	"Unknown"
"1400042151"	"9917348352"	"Sunday Suppers at Lucques: Seasonal Recipes from Market to Table"	"Goin, Suzanne; Teri Gelber; (Foreword) Alice Waters"	"Alfred A. Knopf"	"November 2005"	"Hardcover"	"New"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$34.15"	"$0.00"	"$0.00"	"$0.00"	"07-11-2012"	"11-04-2014"	"10-18-2013"	""	""	"Unknown"
"1607742675"	"9923388190"	"My Paris Kitchen: Recipes and Stories"	"Lebovitz, David"	"Ten Speed Press"	"April 2014"	"Hardcover"	"New"	"COOKING-FRENCH"	"TCK2"	"Front list"	"2"	"$31.50"	"$18.90"	"$0.00"	"$0.00"	"04-07-2014"	"04-07-2014"	"11-08-2014"	""	""	"Unknown"
"1612433553"	"9925349087"	"The Farm to Table French Phrasebook: Master the Culture, Language and Savoir Faire of French Cuisine"	"Mas, Victoria"	"Ulysses Press"	"September 2014"	"Hardcover"	"New"	"COOKING-FRENCH"	"TCK2"	"Front list"	"8"	"$14.35"	"$7.82"	"$0.00"	"$0.00"	"10-20-2014"	"10-20-2014"	"11-09-2014"	""	""	"Unknown"
"0375413405"	"9910845091"	"Mastering the Art of French Cooking"	"Child, Julia; Louisette Bertholle; Simone Beck; (Illustrator) Sidonie Coryn"	"Alfred A. Knopf"	"2001"	"Hardcover"	"New"	"COOKING-FRENCH"	"SECTION"	"Front list"	"2"	"$35.95"	"$21.60"	"$0.00"	"$0.00"	"09-28-2010"	"02-11-2014"	"10-19-2014"	""	""	"Unknown"
"0714848484"	"9918725753"	"Terrine"	"Reynaud, Stephane"	"Phaidon Press Limited"	"March 2008"	"Oversized Hardcover"	"New"	"COOKING-FRENCH"	"SECTION"	"Front list"	"4"	"$26.95"	"$13.48"	"$0.00"	"$0.00"	"12-03-2012"	"12-03-2012"	"10-24-2014"	""	""	"Unknown"
"1423632389"	"9919543675"	"French Cook: Sauces"	"Herrick, Holly"	"Gibbs Smith"	"March 2013"	"Hardcover"	"New"	"COOKING-FRENCH"	"SECTION"	"Front list"	"1"	"$19.79"	"$12.09"	"$0.00"	"$0.00"	"03-05-2013"	"03-05-2013"	"12-21-2013"	""	""	"Unknown"
"1909342114"	"9921427431"	"Le Livre Blanc"	"Pic, Anne-Sophie"	"Jacqui Small"	"September 2013"	"Oversized Hardcover"	"New"	"COOKING-FRENCH"	"SECTION"	"Front list"	"2"	"$53.95"	"$0.00"	"$0.00"	"$0.00"	"09-18-2013"	"10-20-2014"	"12-12-2013"	""	""	"Unknown"
"0062088912"	"9921835092"	"The French Kitchen Cookbook: Recipes and Lessons from Paris and Provence"	"Wells, Patricia"	"William Morrow Cookbooks"	"October 2013"	"Hardcover"	"New"	"COOKING-FRENCH"	"SECTION"	"Markdown"	"2"	"$16.95"	"$8.75"	"$0.00"	"$0.00"	"10-29-2013"	"04-29-2014"	"10-02-2014"	""	""	"Unknown"
"1607742675"	"9923477533"	"My Paris Kitchen: Recipes and Stories"	"Lebovitz, David"	"Ten Speed Press"	"April 2014"	"Hardcover"	"New"	"COOKING-FRENCH"	"SECTION"	"Front list"	"1"	"$31.50"	"$0.00"	"$0.00"	"$0.00"	"04-16-2014"	"09-15-2014"	"10-17-2014"	""	""	"Unknown"
"0544242203"	"9923663450"	"Simple French Food 40th Anniversary Edition"	"Olney, Richard"	"Rux Martin/Houghton Mifflin Harcourt"	"May 2014"	"Hardcover"	"New"	"COOKING-FRENCH"	"SECTION"	"Front list"	"2"	"$22.49"	"$12.50"	"$0.00"	"$0.00"	"05-05-2014"	"05-05-2014"	"09-30-2014"	""	""	"Unknown"
"145213507X"	"9925276810"	"My Little French Kitchen: More than 100 Recipes from the Mountains, Market Squares, and Shores of France"	"Khoo, Rachel"	"Chronicle Books"	"October 2014"	"Hardcover"	"New"	"COOKING-FRENCH"	"SECTION"	"Front list"	"3"	"$31.50"	"$15.75"	"$0.00"	"$0.00"	"10-13-2014"	"10-13-2014"	"10-21-2014"	""	""	"Unknown"
"068486343X"	"9917824685"	"Daniel Boulud's Cafe Boulud Cookbook: French-American Recipes for the Home Cook"	"Boulud, Daniel; Dorie Greenspan; (Foreword) Martha Stewart"	"Scribner"	"November 1999"	"Hardcover"	"Used - Very Good"	"COOKING-FRENCH"	" "	"Unknown"	"1"	"$17.50"	"$0.00"	"$0.00"	"$0.00"	"08-27-2012"	"10-10-2014"	"01-20-2014"	""	""	"Unknown"
"1611456932"	"9922627485"	"French Country Cooking: Authentic Recipes from Every Region"	"Branget, Françoise"	"Arcade Publishing"	"November 2012"	"Oversized Hardcover"	"Used - Very Good"	"COOKING-FRENCH"	" "	"Remainder"	"1"	"$12.95"	"$0.00"	"$0.00"	"$0.00"	"01-22-2014"	"08-05-2014"	"08-08-2014"	""	""	"Unknown"
"0894806238"	"992503843X"	"Bistro Cooking"	"Wells, Patricia"	"Workman Publishing Company"	"January 1989"	"PaperBack"	"Used - Very Good"	"COOKING-FRENCH"	" "	"Remainder"	"3"	"$7.50"	"$0.00"	"$0.00"	"$0.00"	"09-22-2014"	"10-15-2014"	"01-01-0001"	""	""	"Unknown"
"0894806238"	"9924056647"	"Bistro Cooking"	"Wells, Patricia"	"Workman Publishing Company"	"January 1989"	"PaperBack"	"Used - Very Good"	"COOKING-FRENCH"	"SECTION"	"Remainder"	"2"	"$7.95"	"$3.00"	"$0.00"	"$0.00"	"06-18-2014"	"06-18-2014"	"11-09-2014"	""	""	"Unknown"
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
